CITY,TIMEZONE,LATITUDE,LONGITUDE
Elazig,Europe/Istanbul,38.67431,39.22321
Ekmekciler,Europe/Istanbul,37.88479,42.12625
Ekinyazi,Europe/Istanbul,36.72917,39.14139
Ekinozu,Europe/Istanbul,38.05974,37.18786
Ucpinar,Europe/Istanbul,38.73423,27.36164
Egirdir,Europe/Istanbul,37.87462,30.85042
Egil,Europe/Istanbul,38.25748,40.07435
Kocasinan,Europe/Istanbul,38.77147,35.5725
Edremit,Europe/Istanbul,39.59611,27.02444
Duzova,Europe/Istanbul,37.35413,42.08837
Duzoba,Europe/Istanbul,37.39169,41.27193
Dutluca,Europe/Istanbul,39.13586,38.60662
Duruca,Europe/Istanbul,37.09267,41.3103
Durukoy,Europe/Istanbul,37.2219,41.91707
Dursunbey,Europe/Istanbul,39.58596,28.62568
Durankaya,Europe/Istanbul,37.98535,42.18046
Durak,Europe/Istanbul,39.70658,28.27176
Dumlupinar,Europe/Istanbul,38.85408,29.9772
Dumanli,Europe/Istanbul,37.36861,41.69012
Sumbas,Europe/Istanbul,37.4513,36.02349
Doyuran,Europe/Istanbul,37.12245,40.63743
Dosemealti,Europe/Istanbul,37.02333,30.60247
Dorutay,Europe/Istanbul,38.79939,44.06726
Dorumali,Europe/Istanbul,36.805,38.85306
Doruk,Europe/Istanbul,37.7025,40.79219
Doertyol,Europe/Istanbul,36.83917,36.23025
Dombay,Europe/Istanbul,38.15421,30.20876
Domanic,Europe/Istanbul,39.80194,29.60918
Doluharman,Europe/Istanbul,37.98555,41.91623
Dogubayazit,Europe/Istanbul,39.54694,44.08417
Doganyol,Europe/Istanbul,38.30746,39.03431
Dogansu,Europe/Istanbul,39.13248,42.73249
Dogansehir,Europe/Istanbul,38.08574,37.87116
Doganpinar,Europe/Istanbul,36.84321,37.61759
Dogankoy,Europe/Istanbul,37.76246,42.79017
Dogankent,Europe/Istanbul,36.84432,35.34396
Dogankavak,Europe/Istanbul,37.96265,41.22675
Doganhisar,Europe/Istanbul,38.1463,31.67648
Doganca,Europe/Istanbul,37.79955,42.33099
Doganbeyli,Europe/Istanbul,39.69517,39.03499
Doganbey,Europe/Istanbul,37.8005,31.8911
Dodurga,Europe/Istanbul,39.79972,29.91722
Diyarbakir,Europe/Istanbul,37.91363,40.21721
Diyadin,Europe/Istanbul,39.54056,43.67135
Divrigi,Europe/Istanbul,39.371,38.1137
Direkli,Europe/Istanbul,39.71167,36.65167
Dinek,Europe/Istanbul,37.32481,32.61602
Dinar,Europe/Istanbul,38.065,30.16557
Dilektepe,Europe/Istanbul,38.07517,41.82717
Diktepe,Europe/Istanbul,37.91974,41.06119
Dikili,Europe/Istanbul,39.071,26.89017
Dikbogaz,Europe/Istanbul,37.69491,42.10821
Dicle,Europe/Istanbul,38.36571,40.0645
Dicle,Europe/Istanbul,37.28869,42.06721
Develi,Europe/Istanbul,38.39056,35.49222
Devecikonagi,Europe/Istanbul,39.91486,28.56176
Derinkuyu,Europe/Istanbul,38.3751,34.73419
Derik,Europe/Istanbul,37.36336,40.26473
Dereyani,Europe/Istanbul,37.4248,40.86233
Turanli,Europe/Istanbul,39.27682,27.3246
Derebucak,Europe/Istanbul,37.39179,31.50918
Dere,Europe/Istanbul,38.98295,39.30017
Derbent,Europe/Istanbul,38.01422,32.01639
Denizli,Europe/Istanbul,37.77417,29.0875
Demiryol,Europe/Istanbul,37.91751,41.14984
Demirlipinar,Europe/Istanbul,37.96151,41.17596
Buyuktas,Europe/Istanbul,36.73278,39.34389
Adala,Europe/Istanbul,38.57757,28.26847
Demirci,Europe/Istanbul,39.04607,28.65889
Deliktas,Europe/Istanbul,39.34157,37.20378
Delice,Europe/Istanbul,39.95371,34.02587
Delicay,Europe/Istanbul,39.08163,43.48552
Degirmendere,Europe/Istanbul,38.11361,27.14139
Dedeli,Europe/Istanbul,39.17435,43.05524
Dazkiri,Europe/Istanbul,37.91861,29.86056
Davutlar,Europe/Istanbul,37.73392,27.29283
Davulga,Europe/Istanbul,38.97917,31.37139
Datca,Europe/Istanbul,36.73778,27.68417
Darikent,Europe/Istanbul,38.96252,39.80792
Dargecit,Europe/Istanbul,37.54616,41.71652
Darende,Europe/Istanbul,38.54583,37.50583
Danisment,Europe/Istanbul,39.86917,27.63306
Danali,Europe/Istanbul,37.88234,41.25749
Damlacik,Europe/Istanbul,37.9142,38.65392
Dalyan,Europe/Istanbul,36.83429,28.6446
Dallibahce,Europe/Istanbul,39.13321,39.87929
Dalliagac,Europe/Istanbul,37.29813,41.05992
Dalama,Europe/Istanbul,37.79028,28.06639
Dagyolu,Europe/Istanbul,39.53845,39.90765
Daglica,Europe/Istanbul,37.36658,44.08528
Dagkizilca,Europe/Istanbul,38.311,27.39081
Serhatta,Europe/Istanbul,37.66278,42.14064
Dagdibi,Europe/Istanbul,37.39404,43.10195
Dag,Europe/Istanbul,37.19306,30.50417
Dagbasi,Europe/Istanbul,37.89825,39.33366
Dagardi,Europe/Istanbul,39.4308,28.99558
Dadaskoy,Europe/Istanbul,39.94489,41.25465
Cungus,Europe/Istanbul,38.20798,39.28554
Cumra,Europe/Istanbul,37.5732,32.77446
Menderes,Europe/Istanbul,38.24963,27.13429
Cumacay,Europe/Istanbul,39.91524,43.18653
Akziyaret,Europe/Istanbul,37.35328,38.79609
Cukurca,Europe/Istanbul,37.24806,43.61361
Ozvatan,Europe/Istanbul,39.1069,35.69994
Duvertepe,Europe/Istanbul,39.23734,28.44001
Hakkari,Europe/Istanbul,37.57444,43.74083
Colakli,Europe/Istanbul,38.33351,38.51946
Cokak,Europe/Istanbul,37.73613,36.32865
Cobanlar,Europe/Istanbul,38.70139,30.78278
Cizre,Europe/Istanbul,37.33024,42.18484
Civril,Europe/Istanbul,38.30139,29.73861
Cirpi,Europe/Istanbul,38.16444,27.4975
Cine,Europe/Istanbul,37.61266,28.05912
Cinaronu,Europe/Istanbul,37.59507,40.68407
Cinaralti,Europe/Istanbul,37.3851,40.86039
Cinar,Europe/Istanbul,37.72226,40.40696
Evren,Europe/Istanbul,39.02402,33.80626
Cihanbeyli,Europe/Istanbul,38.66072,32.92437
Ciglica,Europe/Istanbul,37.61863,43.13633
Cigli,Europe/Istanbul,37.3229,43.37482
Cigir,Europe/Istanbul,37.15869,41.74107
Cigil,Europe/Istanbul,37.47923,33.31805
Ciftlikkoyu,Europe/Istanbul,37.17427,42.4197
Ciftlik,Europe/Istanbul,39.78276,40.63484
Melikgazi,Europe/Istanbul,38.75,35.45
Ciftlik,Europe/Istanbul,38.1758,34.48535
Ciflikkoy,Europe/Istanbul,36.82715,37.7966
Cifteler,Europe/Istanbul,39.38306,31.03917
Ciftehan,Europe/Istanbul,37.51233,34.76953
Cicekli,Europe/Istanbul,39.05468,39.41604
Cicekdagi,Europe/Istanbul,39.60694,34.40861
Ceylanpinar,Europe/Istanbul,36.84722,40.05
Ceyhan,Europe/Istanbul,37.02472,35.8175
Cevrimova,Europe/Istanbul,37.84003,41.27288
Cevizlik,Europe/Istanbul,38.17554,42.22602
Cevizlik,Europe/Istanbul,37.38604,40.568
Cevizli,Europe/Istanbul,37.19694,31.76333
Catalan,Europe/Istanbul,37.24857,35.2911
Cetinkaya,Europe/Istanbul,39.26178,37.62603
Cesme,Europe/Istanbul,38.32614,26.30574
Cermik,Europe/Istanbul,38.13538,39.445
Cengerli,Europe/Istanbul,39.79426,38.84814
Cemisgezek,Europe/Istanbul,39.05539,38.90754
Celtikci,Europe/Istanbul,37.52947,30.48028
Celtik,Europe/Istanbul,39.02444,31.79056
Celikhan,Europe/Istanbul,38.0256,38.23665
Celebi,Europe/Istanbul,39.46418,33.5241
Celalli,Europe/Istanbul,39.6925,37.42389
Cayli,Europe/Istanbul,38.1533,28.14406
Caylarbasi,Europe/Istanbul,37.7001,39.00965
Caylar,Europe/Istanbul,39.26731,41.28344
Cayirli,Europe/Istanbul,39.80775,40.028
Cayiralan,Europe/Istanbul,39.30278,35.64389
Caybagi,Europe/Istanbul,38.69401,39.62022
Cay,Europe/Istanbul,38.59167,31.02861
Cavuslu,Europe/Istanbul,37.50018,41.25108
Cavus,Europe/Istanbul,37.60963,31.93135
Cavdir,Europe/Istanbul,37.155,29.69389
Cavdarhisar,Europe/Istanbul,39.19344,29.61915
Catalozu,Europe/Istanbul,37.09722,41.21452
Catalcam,Europe/Istanbul,39.97438,38.84777
Catalarmut,Europe/Istanbul,39.80286,39.31539
Catakkopru,Europe/Istanbul,38.15162,41.20256
Catak,Europe/Istanbul,38.00293,43.05243
Cat,Europe/Istanbul,39.60641,40.96844
Cardak,Europe/Istanbul,38.09171,36.82356
Cardak,Europe/Istanbul,37.82694,29.66833
Candir,Europe/Istanbul,39.24446,35.51396
Candarli,Europe/Istanbul,38.93503,26.934
Can,Europe/Istanbul,39.14833,40.20348
Camliyayla,Europe/Istanbul,37.16652,34.59296
Camlidere,Europe/Istanbul,37.1544,39.06697
Anamas,Europe/Istanbul,37.76667,30.8
Cameli,Europe/Istanbul,37.07611,29.34472
Camardi,Europe/Istanbul,37.83222,34.98139
Caltilibuk,Europe/Istanbul,39.9559,28.5991
Calpinar,Europe/Istanbul,37.3654,41.1857
Calisli,Europe/Istanbul,37.16052,40.77094
Caliskan,Europe/Istanbul,37.29656,42.64117
Caldiran,Europe/Istanbul,39.14317,43.91068
Cal,Europe/Istanbul,38.08361,29.39889
Cakirlar,Europe/Istanbul,36.87145,30.56208
Cakirhuyuk,Europe/Istanbul,37.56075,37.85583
Cakirbeyli,Europe/Istanbul,37.73501,27.82388
Mentese,Europe/Istanbul,37.11667,28.26667
Caglayancerit,Europe/Istanbul,37.74523,37.28618
Caglayan,Europe/Istanbul,39.58502,39.68702
Caglarca,Europe/Istanbul,39.03732,39.13865
Cagis,Europe/Istanbul,39.51881,28.01224
Buyukyurt,Europe/Istanbul,39.25042,39.86916
Nikfer,Europe/Istanbul,37.40542,29.13727
Buyuk Kardes,Europe/Istanbul,37.27183,41.03436
Buyukkaracaoren,Europe/Istanbul,36.76417,37.54361
Bogazici,Europe/Istanbul,38.03472,27.55944
Buyukbelkis,Europe/Istanbul,36.94465,31.16679
Armutlu,Europe/Istanbul,39.5755,38.42722
Burhaniye,Europe/Istanbul,39.50041,26.97269
Buharkent,Europe/Istanbul,37.96397,28.7427
Burdur,Europe/Istanbul,37.72028,30.29083
Burc,Europe/Istanbul,37.01362,37.17913
Bunyan,Europe/Istanbul,38.8463,35.86033
Buldan,Europe/Istanbul,38.045,28.83056
Bulanik,Europe/Istanbul,39.08656,42.27158
Bugdayli,Europe/Istanbul,37.68556,43.23028
Bugdayli,Europe/Istanbul,37.16704,42.40705
Budakli,Europe/Istanbul,37.37835,41.34923
Bucakkisla,Europe/Istanbul,36.95443,33.02196
Buca,Europe/Istanbul,38.3983,27.16662
Bucak,Europe/Istanbul,37.45917,30.595
Bozyazi,Europe/Istanbul,36.1082,32.96113
Bozuyuk,Europe/Istanbul,39.90778,30.03667
Boztepe,Europe/Istanbul,39.26972,34.26111
Boztepe,Europe/Istanbul,37.1839,40.71725
Bozova,Europe/Istanbul,37.3625,38.52667
Bozova,Europe/Istanbul,37.21611,30.28583
Bozoglak,Europe/Istanbul,39.62292,38.80194
Bozkurt,Europe/Istanbul,37.82417,29.60972
Bozkir,Europe/Istanbul,37.18963,32.24736
Bozhuyuk,Europe/Istanbul,37.981,41.41328
Bozdogan,Europe/Istanbul,37.67134,28.31395
Bozcaada,Europe/Istanbul,39.835,26.06972
Bozburun,Europe/Istanbul,36.69495,28.04336
Bozarmut,Europe/Istanbul,37.30917,28.16972
Bozan,Europe/Istanbul,39.78806,31.10167
Bozalan,Europe/Istanbul,37.32814,42.26379
Boyuncuk,Europe/Istanbul,37.4269,41.9085
Boybeyi,Europe/Istanbul,36.89722,38.7125
Bostanci,Europe/Istanbul,37.17659,42.32928
Bornova,Europe/Istanbul,38.47921,27.2399
Borlu,Europe/Istanbul,38.75291,28.46744
Bor,Europe/Istanbul,37.89056,34.55889
Bolvadin,Europe/Istanbul,38.71111,31.04861
Bolukyazi,Europe/Istanbul,38.32748,42.17448
Bolme,Europe/Istanbul,38.62076,29.37373
Bolatlar,Europe/Istanbul,36.76737,38.94622
Bolagac,Europe/Istanbul,37.50393,43.05317
Bogurtlen,Europe/Istanbul,37.16632,38.0811
Bogazoren,Europe/Istanbul,37.52749,43.00892
Bogazliyan,Europe/Istanbul,39.18877,35.24537
Bogazkent,Europe/Istanbul,36.85319,31.16388
Bodrum,Europe/Istanbul,37.03833,27.42917
Bitlis,Europe/Istanbul,38.40115,42.10784
Bismil,Europe/Istanbul,37.84514,40.65931
Birgi,Europe/Istanbul,38.25028,28.05917
Birecik,Europe/Istanbul,37.02577,37.97841
Cukuryurt,Europe/Istanbul,37.58915,41.48357
Bingol,Europe/Istanbul,38.88472,40.49389
Binatli,Europe/Istanbul,37.84708,41.21608
Binatli,Europe/Istanbul,36.93395,38.38235
Bigadic,Europe/Istanbul,39.3925,28.13111
Beytussebap,Europe/Istanbul,37.56318,43.16583
Beysehir,Europe/Istanbul,37.67735,31.72458
Beypinari,Europe/Istanbul,39.5064,37.7069
Beylikova,Europe/Istanbul,39.68694,31.20556
Beykent,Europe/Istanbul,37.88314,41.68686
Beycayiri,Europe/Istanbul,38.01412,41.32372
Beyagac,Europe/Istanbul,37.23526,28.89612
Kizilin,Europe/Istanbul,37.54693,38.07595
Bespinar,Europe/Istanbul,37.83709,41.60219
Besni,Europe/Istanbul,37.69278,37.86111
Beskonak,Europe/Istanbul,37.14444,31.19917
Besiri,Europe/Istanbul,37.91573,41.2865
Bergama,Europe/Istanbul,39.12074,27.18052
Beloren,Europe/Istanbul,37.63723,37.5803
Beloren,Europe/Istanbul,37.2148,32.55363
Belevi,Europe/Istanbul,38.015,27.45028
Belenoluk,Europe/Istanbul,37.91528,42.77697
Belen,Europe/Istanbul,36.48866,36.19489
Demirtas,Europe/Istanbul,36.42611,32.1925
Belek,Europe/Istanbul,36.86278,31.05556
Bekirhan,Europe/Istanbul,38.14086,41.29351
Bekilli,Europe/Istanbul,38.23105,29.4197
Behram,Europe/Istanbul,39.49344,26.33316
Begendik,Europe/Istanbul,37.97516,42.64647
Bucak,Europe/Istanbul,37.8693,39.06199
Bedirli,Europe/Istanbul,39.58276,36.62049
Bayramic,Europe/Istanbul,39.80862,26.60983
Bayrakli,Europe/Istanbul,38.46717,27.16384
Baykan,Europe/Istanbul,38.15754,41.7733
Bayir,Europe/Istanbul,37.26774,28.21677
Bayindir,Europe/Istanbul,38.21741,27.64744
Bayat,Europe/Istanbul,38.98306,30.92472
Batman,Europe/Istanbul,37.88738,41.13221
Basyurt,Europe/Istanbul,38.83505,39.97929
Basyurt,Europe/Istanbul,37.428,41.64346
Baspinar,Europe/Istanbul,39.19017,38.68737
Basmakci,Europe/Istanbul,37.89722,30.01167
Baskil,Europe/Istanbul,38.56866,38.81634
Baskavak,Europe/Istanbul,37.56406,40.8876
Baskale,Europe/Istanbul,38.04526,44.01718
Bashan,Europe/Istanbul,37.69888,40.91341
Yogun,Europe/Istanbul,38.09906,39.51321
Barla,Europe/Istanbul,38.01778,30.78278
Baristepe,Europe/Istanbul,37.48273,41.40201
Banaz,Europe/Istanbul,38.73707,29.75194
Balya,Europe/Istanbul,39.74861,27.57889
Balpinar,Europe/Istanbul,37.86804,41.05536
Balpayam,Europe/Istanbul,39.42006,40.05713
Balkat,Europe/Istanbul,36.86819,38.99309
Baliseyh,Europe/Istanbul,39.91411,33.72333
Balikesir,Europe/Istanbul,39.64917,27.88611
Balci,Europe/Istanbul,38.72532,34.10123
Balaban,Europe/Istanbul,38.46106,37.57881
Bala,Europe/Istanbul,39.55422,33.12344
Baklan,Europe/Istanbul,37.97694,29.60861
Bahsili,Europe/Istanbul,39.80017,33.43701
Bahcesaray,Europe/Istanbul,38.1246,42.79825
Bahcebasi,Europe/Istanbul,37.11394,41.23421
Bahce,Europe/Istanbul,37.19724,36.57658
Bagpinar,Europe/Istanbul,37.59139,38.3191
Baglica,Europe/Istanbul,37.86974,41.7511
Baglica,Europe/Istanbul,37.52705,40.68618
Daglica,Europe/Istanbul,37.43179,42.77611
Bagkonak,Europe/Istanbul,38.2175,31.27222
Bagisli,Europe/Istanbul,37.71769,44.0356
Baggoeze,Europe/Istanbul,37.71261,41.9154
Bagdere,Europe/Istanbul,38.11442,40.73382
Bagarasi,Europe/Istanbul,37.7071,27.54875
Bademli,Europe/Istanbul,38.08167,28.05778
Cevizpinari,Europe/Istanbul,37.36982,40.78172
Babayagmur,Europe/Istanbul,39.36311,35.47904
Babatorun,Europe/Istanbul,36.07743,36.29051
Babadag,Europe/Istanbul,37.80764,28.85665
Ayvalik,Europe/Istanbul,39.31927,26.69341
Ayvalibag,Europe/Istanbul,37.95657,42.47835
Ayvacik,Europe/Istanbul,39.60111,26.40472
Ayranci,Europe/Istanbul,37.36127,33.6883
Tillo,Europe/Istanbul,37.94911,42.0121
Aydinkonak,Europe/Istanbul,37.89461,41.16405
Ibradi,Europe/Istanbul,37.09694,31.59917
Aydincik,Europe/Istanbul,36.1437,33.32016
Aydin,Europe/Istanbul,37.84501,27.83963
Avsallar,Europe/Istanbul,36.62448,31.76941
Avanos,Europe/Istanbul,38.715,34.84667
Atca,Europe/Istanbul,37.88859,28.21528
Atburgazi,Europe/Istanbul,37.63639,27.24611
Atabey,Europe/Istanbul,37.95083,30.63861
Asmadere,Europe/Istanbul,37.91046,41.36837
Aslanapa,Europe/Istanbul,39.21581,29.8699
Askale,Europe/Istanbul,39.92083,40.695
Asagipinarbasi,Europe/Istanbul,38.03833,32.60083
Asagi Oylum,Europe/Istanbul,36.86391,38.54485
Kale,Europe/Istanbul,38.41538,38.77092
Asagiderekoy,Europe/Istanbul,37.5072,43.11903
Asagicigil,Europe/Istanbul,38.0515,31.86379
Asagibeylerbeyi,Europe/Istanbul,36.695,37.52122
Asagi Begdes,Europe/Istanbul,36.81472,38.91917
Arslanli,Europe/Istanbul,36.98737,38.10125
Arslankoy,Europe/Istanbul,37.01884,34.28741
Arpatepe,Europe/Istanbul,37.13885,40.7986
Danisment,Europe/Istanbul,39.17153,38.19851
Aricak,Europe/Istanbul,38.5634,40.1248
Arguvan,Europe/Istanbul,38.77375,38.26328
Argithani,Europe/Istanbul,38.29259,31.71452
Aras,Europe/Istanbul,39.98821,42.30628
Yuregir,Europe/Istanbul,36.97439,35.35916
Arapgir,Europe/Istanbul,39.04117,38.49516
Aran,Europe/Istanbul,37.44797,40.74804
Aralik,Europe/Istanbul,39.87278,44.51917
Aralik,Europe/Istanbul,37.82945,40.68025
Araban,Europe/Istanbul,37.42667,37.689
Yesilyurt,Europe/Istanbul,40.0064,36.22069
Antalya,Europe/Istanbul,36.90812,30.69556
Antakya,Europe/Istanbul,36.20655,36.15722
Ankara,Europe/Istanbul,39.91987,32.85427
Andirin,Europe/Istanbul,37.57757,36.35492
Andac,Europe/Istanbul,37.35537,43.26243
Anamur,Europe/Istanbul,36.07508,32.83691
Ambar,Europe/Istanbul,37.85305,40.52798
Altinyayla,Europe/Istanbul,39.27249,36.75098
Altinyayla,Europe/Istanbul,36.99722,29.54579
Altinyaka,Europe/Istanbul,36.55861,30.34833
Altintas,Europe/Istanbul,39.05972,30.10917
Altinoezue,Europe/Istanbul,36.11554,36.24827
Altinova,Europe/Istanbul,39.2173,26.79008
Altinoluk,Europe/Istanbul,39.57944,26.73722
Altinkum,Europe/Istanbul,38.26374,41.0625
Altunhisar,Europe/Istanbul,37.99159,34.37334
Altinekin,Europe/Istanbul,38.30778,32.86861
Alpu,Europe/Istanbul,39.76903,30.9606
Alpkoy,Europe/Istanbul,39.61393,39.18639
Aliaga,Europe/Istanbul,38.79975,26.97203
Gerger,Europe/Istanbul,38.02807,39.03418
Albayrak,Europe/Istanbul,38.14252,44.2012
Alasehir,Europe/Istanbul,38.35083,28.51718
Alanya,Europe/Istanbul,36.54375,31.99982
Alakamis,Europe/Istanbul,37.15914,41.78919
Alacati,Europe/Istanbul,38.28246,26.37459
Turluk,Europe/Istanbul,37.00264,38.93919
Alacahan,Europe/Istanbul,39.10667,37.57556
Akyazi,Europe/Istanbul,37.16182,40.56713
Aktuzla,Europe/Istanbul,39.33012,42.28533
Aktepe,Europe/Istanbul,36.70161,36.48535
Aktas,Europe/Istanbul,37.95374,41.80674
Aksu,Europe/Istanbul,37.79889,31.07111
Aksu,Europe/Istanbul,36.95389,30.84778
Aksoy,Europe/Istanbul,37.22085,41.67595
Akseki,Europe/Istanbul,37.04861,31.79
Aksehir,Europe/Istanbul,38.3575,31.41639
Aksaray,Europe/Istanbul,38.37255,34.02537
Aksar,Europe/Istanbul,38.1,42.53333
Akpinar,Europe/Istanbul,39.45005,33.96484
Akpinar,Europe/Istanbul,37.57389,38.22077
Akoren,Europe/Istanbul,37.45345,32.3707
Akoba,Europe/Istanbul,37.9434,41.05563
Akkoy,Europe/Istanbul,37.95694,29.07813
Akkoy,Europe/Istanbul,37.49139,27.26944
Akkisla,Europe/Istanbul,39.00222,36.17381
Akkent,Europe/Istanbul,38.15268,29.3789
Akincilar,Europe/Istanbul,37.76444,38.82308
Akinci,Europe/Istanbul,37.16643,40.84706
Akhisar,Europe/Istanbul,38.91852,27.84006
Akdizgin,Europe/Istanbul,37.44194,42.0003
Akdere,Europe/Istanbul,36.24083,33.75041
Akdagmadeni,Europe/Istanbul,39.66028,35.88361
Akcay,Europe/Istanbul,36.60217,29.74626
Akcapinar,Europe/Istanbul,38.94728,38.9423
Akcaova,Europe/Istanbul,37.50278,28.02667
Akcakent,Europe/Istanbul,39.62278,34.09583
Akcakale,Europe/Istanbul,36.71111,38.9475
Akcadag,Europe/Istanbul,38.33899,37.97021
Akca,Europe/Istanbul,37.85424,41.18276
Akbas,Europe/Istanbul,37.97709,41.05897
Akarsu,Europe/Istanbul,39.92878,38.61382
Akarsu,Europe/Istanbul,37.22616,41.05138
Akarcay,Europe/Istanbul,36.91917,38.02694
Ahmetli,Europe/Istanbul,38.5196,27.93865
Ahmetli,Europe/Istanbul,38.17817,39.85627
Ahlat,Europe/Istanbul,38.7489,42.48007
Ahirli,Europe/Istanbul,37.23874,32.11881
Aglasun,Europe/Istanbul,37.64944,30.53417
Agin,Europe/Istanbul,38.93792,38.71155
Akcakisla,Europe/Istanbul,39.53818,36.33626
Agacoren,Europe/Istanbul,38.87484,33.91674
Agacli,Europe/Istanbul,38.51728,40.90401
Gulagac,Europe/Istanbul,38.39576,34.34576
Agabeyli,Europe/Istanbul,37.73362,37.11625
Afyonkarahisar,Europe/Istanbul,38.75667,30.54333
Afsin,Europe/Istanbul,38.24769,36.91399
Adiyaman,Europe/Istanbul,37.76441,38.27629
Adilcevaz,Europe/Istanbul,38.79911,42.73159
Adana,Europe/Istanbul,36.98615,35.32531
Adakli,Europe/Istanbul,39.2262,40.48283
Acirli,Europe/Istanbul,37.45619,41.29509
Acipinar,Europe/Istanbul,38.52671,33.85225
Acipayam,Europe/Istanbul,37.42385,29.34941
Acigoel,Europe/Istanbul,38.55028,34.50917
Acarlar,Europe/Istanbul,37.82444,27.74667
Cardakli,Europe/Istanbul,37.23207,42.58427
Balli,Europe/Istanbul,37.41095,42.84025
Yemisli,Europe/Istanbul,37.3686,43.07774
Gundes,Europe/Istanbul,37.30695,43.44689
Kayaboyun,Europe/Istanbul,37.47146,42.10017
Nurdagi,Europe/Istanbul,37.16821,36.73623
Gundogan,Europe/Istanbul,36.87667,37.54694
Yesildere,Europe/Istanbul,36.973,37.49488
Kucukkendirci,Europe/Istanbul,36.90583,38.34611
Karatepe,Europe/Istanbul,36.8986,38.88019
Tahilalan,Europe/Istanbul,36.85414,38.97277
Mahmutlar,Europe/Istanbul,36.949,36.19231
Guvenc,Europe/Istanbul,36.68538,36.42312
Konakli,Europe/Istanbul,36.80583,36.28528
Yedigoz,Europe/Istanbul,36.86577,36.84433
Asagi Karafakili,Europe/Istanbul,36.77885,36.55776
Zeytinli,Europe/Istanbul,36.95161,37.42232
Cirtiman,Europe/Istanbul,36.52531,36.18129
Kizkalesi,Europe/Istanbul,36.46192,34.14199
Demirkonak,Europe/Istanbul,36.58249,36.52744
Kuzeytepe,Europe/Istanbul,36.26505,36.1535
Kastal,Europe/Istanbul,36.2476,36.2409
Mansurlu,Europe/Istanbul,36.22083,36.23083
Acikdere,Europe/Istanbul,36.21909,36.25992
Toygarli,Europe/Istanbul,36.21261,36.07262
Hancagiz,Europe/Istanbul,36.15446,36.08314
Canakoluk,Europe/Istanbul,36.16696,36.05527
Guneysogut,Europe/Istanbul,36.17356,36.11215
Gumusgoze,Europe/Istanbul,36.14785,36.13284
Dursunlu,Europe/Istanbul,36.16736,36.15788
Asagiokcular,Europe/Istanbul,36.17802,36.14033
Atayurdu,Europe/Istanbul,36.181,36.27957
Boynuyogun,Europe/Istanbul,36.16935,36.34249
Uzunbag,Europe/Istanbul,36.14023,36.03603
Buyukcat,Europe/Istanbul,36.115,36.0774
Baliklidere,Europe/Istanbul,36.12096,36.10481
Hacipasa,Europe/Istanbul,36.06907,36.37076
Avuttepe,Europe/Istanbul,36.05115,36.27609
Gozene,Europe/Istanbul,36.065,36.00944
Samankaya,Europe/Istanbul,36.15027,36.12829
Anayazi,Europe/Istanbul,36.32107,36.19061
Karasuleymanli,Europe/Istanbul,36.34191,36.41431
Yesilova,Europe/Istanbul,36.26903,36.25434
Buyuk Dalyan,Europe/Istanbul,36.28824,36.20903
Dogankoy,Europe/Istanbul,36.23292,36.10911
Gunyazi,Europe/Istanbul,36.23307,36.11702
Tepehan,Europe/Istanbul,36.15853,36.2286
Uzunkavak,Europe/Istanbul,36.3524,36.41952
Denizciler,Europe/Istanbul,36.6411,36.21418
Balarmudu,Europe/Istanbul,36.64483,36.40836
Ormandali,Europe/Istanbul,37.94213,42.48586
Yukari Balcilar,Europe/Istanbul,37.91734,42.59908
Basaran,Europe/Istanbul,37.47696,43.12987
Doruklu,Europe/Istanbul,37.34202,42.38251
Karasungur,Europe/Istanbul,37.88465,42.33928
Kepezli,Europe/Istanbul,36.67889,39.25333
Akdiken,Europe/Istanbul,36.725,39.30861
Bulutlu,Europe/Istanbul,36.73583,39.39389
Pekmezli,Europe/Istanbul,36.75361,39.45
Buyuk Tokac,Europe/Istanbul,36.75278,39.49639
Damlasu,Europe/Istanbul,36.78417,39.43417
Saide,Europe/Istanbul,36.78389,39.40972
Koyunluca,Europe/Istanbul,36.82278,39.34333
Suayipsehri,Europe/Istanbul,36.86778,39.37833
Yagmurlu,Europe/Istanbul,36.99722,39.33944
Yolbasi,Europe/Istanbul,36.9175,39.47583
Buyuk Cayli,Europe/Istanbul,36.8425,39.545
Buyukyildiz,Europe/Istanbul,36.79193,39.52783
Asagidoruklu,Europe/Istanbul,36.90139,40.13111
Bogali,Europe/Istanbul,36.91917,40.1575
Avcili,Europe/Istanbul,36.93111,40.1675
Damlacik,Europe/Istanbul,36.91528,40.1025
Yukari Tasyalak,Europe/Istanbul,36.96306,40.13194
Aydogdu,Europe/Istanbul,36.95,40.14
Yukari Karatas,Europe/Istanbul,36.92389,40.05667
Isiklar,Europe/Istanbul,36.99417,40.12639
Buyuk Yenice,Europe/Istanbul,36.99028,40.10222
Yesiltepe,Europe/Istanbul,36.93694,40.20917
Ciplak,Europe/Istanbul,36.94472,40.2375
Kesmekopru,Europe/Istanbul,37.71731,41.4132
Akziyaret,Europe/Istanbul,37.1996,40.50814
Odabasi,Europe/Istanbul,37.10482,41.46251
Batikent,Europe/Istanbul,39.96833,32.73083
Tuerkler,Europe/Istanbul,36.60198,31.82067
Basyayla,Europe/Istanbul,36.75337,32.68018
Dalaman,Europe/Istanbul,36.76591,28.8028
Zonguldak,Europe/Istanbul,41.45139,31.79305
